,Unnamed: 0,날짜,지역,누적확진,사망자,누적 격리해제,총 검사자,지역별인구수
6834,6834,20210302,전북,1210,55,1042,6681975,1786855
6835,6835,20210302,전남,868,8,771,6681975,1832803
6836,6836,20210302,경북,3273,71,3059,6681975,2626609
6837,6837,20210302,경남,2193,12,2117,6681975,3314183
6838,6838,20210302,제주,575,1,545,6681975,676759
6840,6840,20210303,서울,28568,385,25251,6716202,9509458
6841,6841,20210303,부산,3263,108,2927,6716202,3350380
6842,6842,20210303,대구,8653,214,8316,6716202,2385412
6843,6843,20210303,인천,4476,52,4177,6716202,2948375
6844,6844,20210303,광주,2099,21,1956,6716202,1441611
6845,6845,20210303,대전,1193,15,1147,6716202,1452251
6846,6846,20210303,울산,1016,37,955,6716202,1121592
6847,6847,20210303,세종,236,1,213,6716202,371895
6848,6848,20210303,경기,24053,494,21337,6716202,13565450
6849,6849,20210303,강원,1877,41,1729,6716202,1538492
6850,6850,20210303,충북,1789,58,1595,6716202,1597427
6851,6851,20210303,충남,2456,35,2221,6716202,2119257
6852,6852,20210303,전북,1215,55,1048,6716202,1786855
6853,6853,20210303,전남,871,8,773,6716202,1832803
6854,6854,20210303,경북,3279,71,3070,6716202,2626609
6855,6855,20210303,경남,2198,12,2125,6716202,3314183
6856,6856,20210303,제주,579,1,545,6716202,676759
6858,6858,20210304,서울,28686,388,25419,6751899,9509458
6859,6859,20210304,부산,3281,108,2942,6751899,3350380
6860,6860,20210304,대구,8673,214,8321,6751899,2385412
6861,6861,20210304,인천,4494,53,4203,6751899,2948375
6862,6862,20210304,광주,2105,21,1959,6751899,1441611
6863,6863,20210304,대전,1196,15,1152,6751899,1452251
6864,6864,20210304,울산,1016,37,956,6751899,1121592
6865,6865,20210304,세종,236,1,213,6751899,371895
6866,6866,20210304,경기,24239,496,21469,6751899,13565450
6867,6867,20210304,강원,1883,41,1744,6751899,1538492
6868,6868,20210304,충북,1801,58,1613,6751899,1597427
6869,6869,20210304,충남,2460,35,2244,6751899,2119257
6870,6870,20210304,전북,1221,55,1056,6751899,1786855
6871,6871,20210304,전남,872,8,780,6751899,1832803
6872,6872,20210304,경북,3286,71,3099,6751899,2626609
6873,6873,20210304,경남,2208,13,2128,6751899,3314183
6874,6874,20210304,제주,582,1,547,6751899,676759
6876,6876,20210305,서울,28815,391,25546,6789010,9509458
6877,6877,20210305,부산,3301,108,2955,6789010,3350380
6878,6878,20210305,대구,8676,214,8339,6789010,2385412
6879,6879,20210305,인천,4507,53,4217,6789010,2948375
6880,6880,20210305,광주,2111,21,1967,6789010,1441611
6881,6881,20210305,대전,1196,15,1155,6789010,1452251
6882,6882,20210305,울산,1019,37,959,6789010,1121592
6883,6883,20210305,세종,237,1,215,6789010,371895
6884,6884,20210305,경기,24412,500,21598,6789010,13565450
6885,6885,20210305,강원,1887,42,1755,6789010,1538492
6886,6886,20210305,충북,1820,58,1624,6789010,1597427
6887,6887,20210305,충남,2469,35,2267,6789010,2119257
6888,6888,20210305,전북,1224,55,1061,6789010,1786855
6889,6889,20210305,전남,872,8,789,6789010,1832803
6890,6890,20210305,경북,3292,71,3112,6789010,2626609
6891,6891,20210305,경남,2211,13,2135,6789010,3314183
6892,6892,20210305,제주,584,1,548,6789010,676759
6894,6894,20210306,서울,28943,393,25628,6821942,9509458
6895,6895,20210306,부산,3313,109,2987,6821942,3350380
6896,6896,20210306,대구,8680,214,8351,6821942,2385412
6897,6897,20210306,인천,4527,53,4242,6821942,2948375
6898,6898,20210306,광주,2114,21,1975,6821942,1441611
6899,6899,20210306,대전,1196,15,1155,6821942,1452251
6900,6900,20210306,울산,1023,37,963,6821942,1121592
6901,6901,20210306,세종,239,1,214,6821942,371895
6902,6902,20210306,경기,24585,502,21713,6821942,13565450
6903,6903,20210306,강원,1894,42,1775,6821942,1538492
6904,6904,20210306,충북,1842,58,1628,6821942,1597427
6905,6905,20210306,충남,2476,35,2282,6821942,2119257
6906,6906,20210306,전북,1228,55,1066,6821942,1786855
6907,6907,20210306,전남,875,8,796,6821942,1832803
6908,6908,20210306,경북,3305,71,3122,6821942,2626609
6909,6909,20210306,경남,2216,13,2146,6821942,3314183
6910,6910,20210306,제주,589,1,552,6821942,676759
6912,6912,20210307,서울,29075,394,25708,6843125,9509458
6913,6913,20210307,부산,3319,109,3008,6843125,3350380
6914,6914,20210307,대구,8688,214,8366,6843125,2385412
6915,6915,20210307,인천,4555,53,4255,6843125,2948375
6916,6916,20210307,광주,2118,21,1979,6843125,1441611
6917,6917,20210307,대전,1197,15,1157,6843125,1452251
6918,6918,20210307,울산,1025,37,964,6843125,1121592
6919,6919,20210307,세종,241,1,217,6843125,371895
6920,6920,20210307,경기,24757,502,21837,6843125,13565450
6921,6921,20210307,강원,1904,42,1779,6843125,1538492
6922,6922,20210307,충북,1851,58,1629,6843125,1597427
6923,6923,20210307,충남,2482,35,2300,6843125,2119257
6924,6924,20210307,전북,1233,55,1075,6843125,1786855
6925,6925,20210307,전남,881,8,799,6843125,1832803
6926,6926,20210307,경북,3318,71,3127,6843125,2626609
6927,6927,20210307,경남,2219,14,2150,6843125,3314183
6928,6928,20210307,제주,593,1,552,6843125,676759
6930,6930,20210308,서울,29175,396,25795,6861808,9509458
6931,6931,20210308,부산,3331,109,3031,6861808,3350380
6932,6932,20210308,대구,8694,214,8371,6861808,2385412
6933,6933,20210308,인천,4570,53,4280,6861808,2948375
6934,6934,20210308,광주,2133,21,1984,6861808,1441611
6935,6935,20210308,대전,1197,15,1161,6861808,1452251
6936,6936,20210308,울산,1028,37,964,6861808,1121592
6937,6937,20210308,세종,242,1,217,6861808,371895
6938,6938,20210308,경기,24885,507,21925,6861808,13565450
6939,6939,20210308,강원,1914,42,1779,6861808,1538492
6940,6940,20210308,충북,1871,58,1629,6861808,1597427
6941,6941,20210308,충남,2496,35,2302,6861808,2119257
6942,6942,20210308,전북,1237,56,1077,6861808,1786855
6943,6943,20210308,전남,887,8,799,6861808,1832803
6944,6944,20210308,경북,3321,71,3131,6861808,2626609
6945,6945,20210308,경남,2220,14,2156,6861808,3314183
6946,6946,20210308,제주,596,1,555,6861808,676759
6948,6948,20210309,서울,29277,396,25969,6902983,9509458
6949,6949,20210309,부산,3350,110,3031,6902983,3350380
6950,6950,20210309,대구,8697,214,8381,6902983,2385412
6951,6951,20210309,인천,4590,53,4292,6902983,2948375
6952,6952,20210309,광주,2166,21,2000,6902983,1441611
6953,6953,20210309,대전,1198,15,1163,6902983,1452251
6954,6954,20210309,울산,1039,37,965,6902983,1121592
6955,6955,20210309,세종,242,1,218,6902983,371895
6956,6956,20210309,경기,25073,508,22070,6902983,13565450
6957,6957,20210309,강원,1927,42,1791,6902983,1538492
6958,6958,20210309,충북,1892,58,1629,6902983,1597427
6959,6959,20210309,충남,2511,35,2323,6902983,2119257
6960,6960,20210309,전북,1245,56,1090,6902983,1786855
6961,6961,20210309,전남,890,8,803,6902983,1832803
6962,6962,20210309,경북,3323,71,3143,6902983,2626609
6963,6963,20210309,경남,2221,14,2158,6902983,3314183
6964,6964,20210309,제주,598,1,556,6902983,676759
6966,6966,20210310,서울,29415,398,26120,6938883,9509458
6967,6967,20210310,부산,3357,110,3044,6938883,3350380
6968,6968,20210310,대구,8698,214,8393,6938883,2385412
6969,6969,20210310,인천,4613,54,4320,6938883,2948375
6970,6970,20210310,광주,2167,21,2015,6938883,1441611
6971,6971,20210310,대전,1201,15,1163,6938883,1452251
6972,6972,20210310,울산,1060,37,966,6938883,1121592
6973,6973,20210310,세종,242,1,220,6938883,371895
6974,6974,20210310,경기,25276,508,22184,6938883,13565450
6975,6975,20210310,강원,1947,42,1797,6938883,1538492
6976,6976,20210310,충북,1913,59,1649,6938883,1597427
6977,6977,20210310,충남,2517,35,2337,6938883,2119257
6978,6978,20210310,전북,1250,56,1101,6938883,1786855
6979,6979,20210310,전남,893,8,816,6938883,1832803
6980,6980,20210310,경북,3327,71,3152,6938883,2626609
6981,6981,20210310,경남,2228,14,2159,6938883,3314183
6982,6982,20210310,제주,600,1,558,6938883,676759
6984,6984,20210311,서울,29553,399,26213,6976984,9509458
6985,6985,20210311,부산,3371,110,3059,6976984,3350380
6986,6986,20210311,대구,8702,214,8401,6976984,2385412
6987,6987,20210311,인천,4631,54,4344,6976984,2948375
6988,6988,20210311,광주,2168,21,2045,6976984,1441611
6989,6989,20210311,대전,1202,15,1169,6976984,1452251
6990,6990,20210311,울산,1083,37,966,6976984,1121592
6991,6991,20210311,세종,242,1,220,6976984,371895
6992,6992,20210311,경기,25460,510,22322,6976984,13565450
6993,6993,20210311,강원,1977,42,1801,6976984,1538492
6994,6994,20210311,충북,1919,60,1660,6976984,1597427
6995,6995,20210311,충남,2521,35,2350,6976984,2119257
6996,6996,20210311,전북,1258,56,1110,6976984,1786855
6997,6997,20210311,전남,896,8,818,6976984,1832803
6998,6998,20210311,경북,3338,71,3159,6976984,2626609
6999,6999,20210311,경남,2236,14,2161,6976984,3314183
7000,7000,20210311,제주,602,1,559,6976984,676759
7002,7002,20210312,서울,29693,400,26717,7012663,9509458
7003,7003,20210312,부산,3386,113,3071,7012663,3350380
7004,7004,20210312,대구,8706,214,8410,7012663,2385412
7005,7005,20210312,인천,4662,55,4356,7012663,2948375
7006,7006,20210312,광주,2170,21,2058,7012663,1441611
7007,7007,20210312,대전,1202,15,1171,7012663,1452251
7008,7008,20210312,울산,1088,37,967,7012663,1121592
7009,7009,20210312,세종,244,1,225,7012663,371895
7010,7010,20210312,경기,25626,514,22533,7012663,13565450
7011,7011,20210312,강원,1989,42,1808,7012663,1538492
7012,7012,20210312,충북,1946,60,1670,7012663,1597427
7013,7013,20210312,충남,2524,35,2361,7012663,2119257
7014,7014,20210312,전북,1262,56,1128,7012663,1786855
7015,7015,20210312,전남,900,8,819,7012663,1832803
7016,7016,20210312,경북,3347,72,3170,7012663,2626609
7017,7017,20210312,경남,2292,14,2170,7012663,3314183
7018,7018,20210312,제주,604,1,560,7012663,676759
7020,7020,20210313,서울,29833,403,27197,7046781,9509458
7021,7021,20210313,부산,3403,113,3096,7046781,3350380
7022,7022,20210313,대구,8715,215,8421,7046781,2385412
7023,7023,20210313,인천,4688,55,4382,7046781,2948375
7024,7024,20210313,광주,2173,21,2070,7046781,1441611
7025,7025,20210313,대전,1203,15,1173,7046781,1452251
7026,7026,20210313,울산,1089,37,968,7046781,1121592
7027,7027,20210313,세종,244,1,228,7046781,371895
7028,7028,20210313,경기,25790,515,22793,7046781,13565450
7029,7029,20210313,강원,2007,42,1812,7046781,1538492
7030,7030,20210313,충북,1962,60,1678,7046781,1597427
7031,7031,20210313,충남,2533,35,2387,7046781,2119257
7032,7032,20210313,전북,1264,56,1137,7046781,1786855
7033,7033,20210313,전남,901,8,821,7046781,1832803
7034,7034,20210313,경북,3361,72,3176,7046781,2626609
7035,7035,20210313,경남,2354,14,2172,7046781,3314183
7036,7036,20210313,제주,605,1,565,7046781,676759
7038,7038,20210314,서울,29945,404,27448,7066400,9509458
7039,7039,20210314,부산,3416,114,3104,7066400,3350380
7040,7040,20210314,대구,8721,215,8428,7066400,2385412
7041,7041,20210314,인천,4708,55,4414,7066400,2948375
7042,7042,20210314,광주,2174,21,2071,7066400,1441611
7043,7043,20210314,대전,1203,15,1175,7066400,1452251
7044,7044,20210314,울산,1090,37,969,7066400,1121592
7045,7045,20210314,세종,244,1,229,7066400,371895
7046,7046,20210314,경기,25993,515,23172,7066400,13565450
7047,7047,20210314,강원,2023,42,1816,7066400,1538492
7048,7048,20210314,충북,1969,60,1689,7066400,1597427
7049,7049,20210314,충남,2535,35,2392,7066400,2119257
7050,7050,20210314,전북,1271,56,1140,7066400,1786855
7051,7051,20210314,전남,903,8,826,7066400,1832803
7052,7052,20210314,경북,3370,72,3188,7066400,2626609
7053,7053,20210314,경남,2407,14,2183,7066400,3314183
7054,7054,20210314,제주,606,1,568,7066400,676759
7056,7056,20210315,서울,30054,407,27526,7084939,9509458
7057,7057,20210315,부산,3420,114,3123,7084939,3350380
7058,7058,20210315,대구,8726,215,8429,7084939,2385412
7059,7059,20210315,인천,4726,56,4423,7084939,2948375
7060,7060,20210315,광주,2175,21,2075,7084939,1441611
7061,7061,20210315,대전,1205,15,1175,7084939,1452251
7062,7062,20210315,울산,1092,37,970,7084939,1121592
7063,7063,20210315,세종,246,1,231,7084939,371895
7064,7064,20210315,경기,26154,517,23355,7084939,13565450
7065,7065,20210315,강원,2033,42,1820,7084939,1538492
7066,7066,20210315,충북,1978,60,1711,7084939,1597427
7067,7067,20210315,충남,2541,35,2400,7084939,2119257
7068,7068,20210315,전북,1276,56,1142,7084939,1786855
7069,7069,20210315,전남,904,8,827,7084939,1832803
7070,7070,20210315,경북,3373,72,3191,7084939,2626609
7071,7071,20210315,경남,2438,14,2185,7084939,3314183
7072,7072,20210315,제주,609,1,575,7084939,676759
7074,7074,20210316,서울,30133,409,27734,7126076,9509458
7075,7075,20210316,부산,3427,114,3137,7126076,3350380
7076,7076,20210316,대구,8729,215,8438,7126076,2385412
7077,7077,20210316,인천,4740,56,4444,7126076,2948375
7078,7078,20210316,광주,2177,21,2081,7126076,1441611
7079,7079,20210316,대전,1206,15,1177,7126076,1452251
7080,7080,20210316,울산,1095,37,972,7126076,1121592
7081,7081,20210316,세종,246,1,234,7126076,371895
7082,7082,20210316,경기,26302,518,23519,7126076,13565450
7083,7083,20210316,강원,2046,42,1828,7126076,1538492
7084,7084,20210316,충북,1981,60,1731,7126076,1597427
7085,7085,20210316,충남,2545,35,2408,7126076,2119257
7086,7086,20210316,전북,1283,56,1156,7126076,1786855
7087,7087,20210316,전남,905,8,830,7126076,1832803
7088,7088,20210316,경북,3377,72,3200,7126076,2626609
7089,7089,20210316,경남,2503,14,2185,7126076,3314183
7090,7090,20210316,제주,611,1,585,7126076,676759
7092,7092,20210317,서울,30253,412,27987,7171509,9509458
7093,7093,20210317,부산,3438,115,3146,7171509,3350380
7094,7094,20210317,대구,8743,215,8450,7171509,2385412
7095,7095,20210317,인천,4761,56,4465,7171509,2948375
7096,7096,20210317,광주,2178,21,2096,7171509,1441611
7097,7097,20210317,대전,1207,15,1178,7171509,1452251
7098,7098,20210317,울산,1099,37,973,7171509,1121592
7099,7099,20210317,세종,249,1,237,7171509,371895
7100,7100,20210317,경기,26488,521,23676,7171509,13565450
7101,7101,20210317,강원,2056,42,1831,7171509,1538492
7102,7102,20210317,충북,1993,60,1760,7171509,1597427
7103,7103,20210317,충남,2551,35,2419,7171509,2119257
7104,7104,20210317,전북,1304,56,1159,7171509,1786855
7105,7105,20210317,전남,905,8,840,7171509,1832803
7106,7106,20210317,경북,3381,73,3217,7171509,2626609
7107,7107,20210317,경남,2548,14,2186,7171509,3314183
7108,7108,20210317,제주,612,1,589,7171509,676759
7110,7110,20210318,서울,30377,412,28108,7218086,9509458
7111,7111,20210318,부산,3445,115,3159,7218086,3350380
7112,7112,20210318,대구,8757,215,8459,7218086,2385412
7113,7113,20210318,인천,4782,56,4481,7218086,2948375
7114,7114,20210318,광주,2179,21,2097,7218086,1441611
7115,7115,20210318,대전,1209,15,1179,7218086,1452251
7116,7116,20210318,울산,1104,37,978,7218086,1121592
7117,7117,20210318,세종,250,1,237,7218086,371895
7118,7118,20210318,경기,26647,523,23810,7218086,13565450
7119,7119,20210318,강원,2079,42,1844,7218086,1538492
7120,7120,20210318,충북,2001,60,1779,7218086,1597427
7121,7121,20210318,충남,2565,35,2437,7218086,2119257
7122,7122,20210318,전북,1319,56,1163,7218086,1786855
7123,7123,20210318,전남,905,8,844,7218086,1832803
7124,7124,20210318,경북,3386,73,3220,7218086,2626609
7125,7125,20210318,경남,2583,14,2188,7218086,3314183
7126,7126,20210318,제주,614,1,590,7218086,676759
7128,7128,20210319,서울,30523,413,28186,7264940,9509458
7129,7129,20210319,부산,3452,115,3175,7264940,3350380
7130,7130,20210319,대구,8762,215,8466,7264940,2385412
7131,7131,20210319,인천,4806,56,4496,7264940,2948375
7132,7132,20210319,광주,2181,21,2116,7264940,1441611
7133,7133,20210319,대전,1216,15,1181,7264940,1452251
7134,7134,20210319,울산,1107,37,981,7264940,1121592
7135,7135,20210319,세종,250,1,239,7264940,371895
7136,7136,20210319,경기,26804,523,23972,7264940,13565450
7137,7137,20210319,강원,2110,43,1849,7264940,1538492
7138,7138,20210319,충북,2009,60,1789,7264940,1597427
7139,7139,20210319,충남,2570,35,2447,7264940,2119257
7140,7140,20210319,전북,1334,56,1167,7264940,1786855
7141,7141,20210319,전남,905,8,847,7264940,1832803
7142,7142,20210319,경북,3390,73,3225,7264940,2626609
7143,7143,20210319,경남,2625,14,2192,7264940,3314183
7144,7144,20210319,제주,614,1,590,7264940,676759
7146,7146,20210320,서울,30638,413,28318,7308949,9509458
7147,7147,20210320,부산,3461,115,3188,7308949,3350380
7148,7148,20210320,대구,8778,215,8467,7308949,2385412
7149,7149,20210320,인천,4818,56,4524,7308949,2948375
7150,7150,20210320,광주,2182,21,2125,7308949,1441611
7151,7151,20210320,대전,1224,15,1181,7308949,1452251
7152,7152,20210320,울산,1110,37,991,7308949,1121592
7153,7153,20210320,세종,250,1,239,7308949,371895
7154,7154,20210320,경기,26993,524,24117,7308949,13565450
7155,7155,20210320,강원,2127,43,1857,7308949,1538492
7156,7156,20210320,충북,2017,60,1800,7308949,1597427
7157,7157,20210320,충남,2576,35,2450,7308949,2119257
7158,7158,20210320,전북,1350,56,1175,7308949,1786855
7159,7159,20210320,전남,905,8,857,7308949,1832803
7160,7160,20210320,경북,3401,75,3228,7308949,2626609
7161,7161,20210320,경남,2656,14,2195,7308949,3314183
7162,7162,20210320,제주,615,1,592,7308949,676759
7164,7164,20210321,서울,30763,414,28386,7332713,9509458
7165,7165,20210321,부산,3480,115,3200,7332713,3350380
7166,7166,20210321,대구,8792,215,8469,7332713,2385412
7167,7167,20210321,인천,4840,56,4543,7332713,2948375
7168,7168,20210321,광주,2184,21,2135,7332713,1441611
7169,7169,20210321,대전,1225,15,1182,7332713,1452251
7170,7170,20210321,울산,1117,37,1000,7332713,1121592
7171,7171,20210321,세종,250,1,240,7332713,371895
7172,7172,20210321,경기,27150,526,24313,7332713,13565450
7173,7173,20210321,강원,2141,43,1870,7332713,1538492
7174,7174,20210321,충북,2027,60,1822,7332713,1597427
7175,7175,20210321,충남,2581,35,2455,7332713,2119257
7176,7176,20210321,전북,1361,56,1179,7332713,1786855
7177,7177,20210321,전남,905,8,858,7332713,1832803
7178,7178,20210321,경북,3406,75,3233,7332713,2626609
7179,7179,20210321,경남,2710,14,2206,7332713,3314183
7180,7180,20210321,제주,616,1,592,7332713,676759
7182,7182,20210322,서울,30872,415,28466,7355963,9509458
7183,7183,20210322,부산,3506,115,3214,7355963,3350380
7184,7184,20210322,대구,8806,215,8471,7355963,2385412
7185,7185,20210322,인천,4850,56,4569,7355963,2948375
7186,7186,20210322,광주,2186,21,2135,7355963,1441611
7187,7187,20210322,대전,1225,15,1182,7355963,1452251
7188,7188,20210322,울산,1118,37,1007,7355963,1121592
7189,7189,20210322,세종,250,1,241,7355963,371895
7190,7190,20210322,경기,27301,526,24427,7355963,13565450
7191,7191,20210322,강원,2162,43,1870,7355963,1538492
7192,7192,20210322,충북,2032,60,1826,7355963,1597427
7193,7193,20210322,충남,2592,35,2456,7355963,2119257
7194,7194,20210322,전북,1368,56,1182,7355963,1786855
7195,7195,20210322,전남,907,8,858,7355963,1832803
7196,7196,20210322,경북,3417,75,3235,7355963,2626609
7197,7197,20210322,경남,2747,14,2232,7355963,3314183
7198,7198,20210322,제주,617,1,593,7355963,676759
7200,7200,20210323,서울,30969,415,28608,7400989,9509458
7201,7201,20210323,부산,3514,116,3222,7400989,3350380
7202,7202,20210323,대구,8809,216,8481,7400989,2385412
7203,7203,20210323,인천,4863,57,4585,7400989,2948375
7204,7204,20210323,광주,2187,21,2144,7400989,1441611
7205,7205,20210323,대전,1229,15,1182,7400989,1452251
7206,7206,20210323,울산,1126,37,1014,7400989,1121592
7207,7207,20210323,세종,250,1,243,7400989,371895
7208,7208,20210323,경기,27425,530,24569,7400989,13565450
7209,7209,20210323,강원,2171,43,1888,7400989,1538492
7210,7210,20210323,충북,2038,60,1838,7400989,1597427
7211,7211,20210323,충남,2600,35,2470,7400989,2119257
7212,7212,20210323,전북,1375,56,1191,7400989,1786855
7213,7213,20210323,전남,908,8,863,7400989,1832803
7214,7214,20210323,경북,3437,75,3258,7400989,2626609
7215,7215,20210323,경남,2776,14,2279,7400989,3314183
7216,7216,20210323,제주,617,1,597,7400989,676759
7218,7218,20210324,서울,31106,417,28735,7441209,9509458
7219,7219,20210324,부산,3531,116,3242,7441209,3350380
7220,7220,20210324,대구,8826,216,8487,7441209,2385412
7221,7221,20210324,인천,4884,57,4601,7441209,2948375
7222,7222,20210324,광주,2189,21,2145,7441209,1441611
7223,7223,20210324,대전,1231,16,1184,7441209,1452251
7224,7224,20210324,울산,1128,37,1017,7441209,1121592
7225,7225,20210324,세종,250,1,243,7441209,371895
7226,7226,20210324,경기,27579,530,24719,7441209,13565450
7227,7227,20210324,강원,2189,43,1927,7441209,1538492
7228,7228,20210324,충북,2044,60,1865,7441209,1597427
7229,7229,20210324,충남,2600,35,2475,7441209,2119257
7230,7230,20210324,전북,1380,56,1196,7441209,1786855
7231,7231,20210324,전남,908,8,872,7441209,1832803
7232,7232,20210324,경북,3449,75,3263,7441209,2626609
7233,7233,20210324,경남,2803,14,2344,7441209,3314183
7234,7234,20210324,제주,617,1,598,7441209,676759
7236,7236,20210325,서울,31233,418,28926,7485858,9509458
7237,7237,20210325,부산,3551,116,3261,7485858,3350380
7238,7238,20210325,대구,8843,216,8496,7485858,2385412
7239,7239,20210325,인천,4896,57,4621,7485858,2948375
7240,7240,20210325,광주,2194,21,2148,7485858,1441611
7241,7241,20210325,대전,1234,16,1184,7485858,1452251
7242,7242,20210325,울산,1128,37,1020,7485858,1121592
7243,7243,20210325,세종,250,1,243,7485858,371895
7244,7244,20210325,경기,27726,530,24889,7485858,13565450
7245,7245,20210325,강원,2216,44,1951,7485858,1538492
7246,7246,20210325,충북,2061,60,1881,7485858,1597427
7247,7247,20210325,충남,2604,35,2481,7485858,2119257
7248,7248,20210325,전북,1385,56,1201,7485858,1786855
7249,7249,20210325,전남,909,8,873,7485858,1832803
7250,7250,20210325,경북,3459,75,3266,7485858,2626609
7251,7251,20210325,경남,2833,14,2378,7485858,3314183
7252,7252,20210325,제주,617,1,602,7485858,676759
7254,7254,20210326,서울,31354,420,29203,7529401,9509458
7255,7255,20210326,부산,3562,118,3267,7529401,3350380
7256,7256,20210326,대구,8857,216,8499,7529401,2385412
7257,7257,20210326,인천,4925,57,4636,7529401,2948375
7258,7258,20210326,광주,2197,21,2152,7529401,1441611
7259,7259,20210326,대전,1248,16,1189,7529401,1452251
7260,7260,20210326,울산,1128,37,1021,7529401,1121592
7261,7261,20210326,세종,250,1,244,7529401,371895
7262,7262,20210326,경기,27922,533,25041,7529401,13565450
7263,7263,20210326,강원,2240,44,1966,7529401,1538492
7264,7264,20210326,충북,2074,60,1892,7529401,1597427
7265,7265,20210326,충남,2607,35,2489,7529401,2119257
7266,7266,20210326,전북,1388,56,1203,7529401,1786855
7267,7267,20210326,전남,911,8,877,7529401,1832803
7268,7268,20210326,경북,3472,75,3272,7529401,2626609
7269,7269,20210326,경남,2870,14,2428,7529401,3314183
7270,7270,20210326,제주,620,1,603,7529401,676759
7272,7272,20210327,서울,31481,422,29318,7572566,9509458
7273,7273,20210327,부산,3595,118,3275,7572566,3350380
7274,7274,20210327,대구,8880,216,8512,7572566,2385412
7275,7275,20210327,인천,4964,57,4668,7572566,2948375
7276,7276,20210327,광주,2202,21,2153,7572566,1441611
7277,7277,20210327,대전,1258,16,1192,7572566,1452251
7278,7278,20210327,울산,1133,37,1027,7572566,1121592
7279,7279,20210327,세종,251,1,245,7572566,371895
7280,7280,20210327,경기,28067,534,25476,7572566,13565450
7281,7281,20210327,강원,2276,45,1978,7572566,1538492
7282,7282,20210327,충북,2113,60,1898,7572566,1597427
7283,7283,20210327,충남,2609,35,2494,7572566,2119257
7284,7284,20210327,전북,1393,56,1218,7572566,1786855
7285,7285,20210327,전남,911,8,879,7572566,1832803
7286,7286,20210327,경북,3483,75,3277,7572566,2626609
7287,7287,20210327,경남,2889,15,2474,7572566,3314183
7288,7288,20210327,제주,622,1,605,7572566,676759
7290,7290,20210328,서울,31619,423,29385,7595594,9509458
7291,7291,20210328,부산,3651,118,3284,7595594,3350380
7292,7292,20210328,대구,8890,216,8516,7595594,2385412
7293,7293,20210328,인천,4997,57,4688,7595594,2948375
7294,7294,20210328,광주,2204,21,2154,7595594,1441611
7295,7295,20210328,대전,1266,16,1193,7595594,1452251
7296,7296,20210328,울산,1137,37,1029,7595594,1121592
7297,7297,20210328,세종,251,1,246,7595594,371895
7298,7298,20210328,경기,28220,534,25680,7595594,13565450
7299,7299,20210328,강원,2295,45,1981,7595594,1538492
7300,7300,20210328,충북,2129,60,1913,7595594,1597427
7301,7301,20210328,충남,2617,35,2498,7595594,2119257
7302,7302,20210328,전북,1398,56,1230,7595594,1786855
7303,7303,20210328,전남,912,8,879,7595594,1832803
7304,7304,20210328,경북,3490,75,3279,7595594,2626609
7305,7305,20210328,경남,2902,15,2507,7595594,3314183
7306,7306,20210328,제주,622,1,607,7595594,676759
7308,7308,20210329,서울,31726,423,29439,7616328,9509458
7309,7309,20210329,부산,3704,118,3289,7616328,3350380
7310,7310,20210329,대구,8900,217,8520,7616328,2385412
7311,7311,20210329,인천,5015,57,4701,7616328,2948375
7312,7312,20210329,광주,2206,21,2156,7616328,1441611
7313,7313,20210329,대전,1268,16,1194,7616328,1452251
7314,7314,20210329,울산,1140,37,1032,7616328,1121592
7315,7315,20210329,세종,251,1,246,7616328,371895
7316,7316,20210329,경기,28351,535,25803,7616328,13565450
7317,7317,20210329,강원,2301,46,2004,7616328,1538492
7318,7318,20210329,충북,2141,61,1915,7616328,1597427
7319,7319,20210329,충남,2618,35,2498,7616328,2119257
7320,7320,20210329,전북,1406,56,1237,7616328,1786855
7321,7321,20210329,전남,913,8,879,7616328,1832803
7322,7322,20210329,경북,3493,75,3281,7616328,2626609
7323,7323,20210329,경남,2922,15,2523,7616328,3314183
7324,7324,20210329,제주,623,1,611,7616328,676759
7326,7326,20210330,서울,31871,424,29558,7663997,9509458
7327,7327,20210330,부산,3747,118,3291,7663997,3350380
7328,7328,20210330,대구,8912,217,8537,7663997,2385412
7329,7329,20210330,인천,5033,57,4723,7663997,2948375
7330,7330,20210330,광주,2207,21,2159,7663997,1441611
7331,7331,20210330,대전,1279,16,1200,7663997,1452251
7332,7332,20210330,울산,1143,37,1032,7663997,1121592
7333,7333,20210330,세종,253,1,246,7663997,371895
7334,7334,20210330,경기,28468,536,25959,7663997,13565450
7335,7335,20210330,강원,2314,46,2023,7663997,1538492
7336,7336,20210330,충북,2169,61,1921,7663997,1597427
7337,7337,20210330,충남,2623,35,2509,7663997,2119257
7338,7338,20210330,전북,1431,57,1253,7663997,1786855
7339,7339,20210330,전남,913,8,879,7663997,1832803
7340,7340,20210330,경북,3498,75,3286,7663997,2626609
7341,7341,20210330,경남,2938,15,2554,7663997,3314183
7342,7342,20210330,제주,623,1,611,7663997,676759
7344,7344,20210331,서울,32029,424,29694,7707798,9509458
7345,7345,20210331,부산,3805,118,3300,7707798,3350380
7346,7346,20210331,대구,8927,217,8550,7707798,2385412
7347,7347,20210331,인천,5058,57,4738,7707798,2948375
7348,7348,20210331,광주,2209,21,2160,7707798,1441611
7349,7349,20210331,대전,1286,16,1205,7707798,1452251
7350,7350,20210331,울산,1154,37,1032,7707798,1121592
7351,7351,20210331,세종,270,1,246,7707798,371895
